,,,,,
codeset,Type,application,Name,FIELDMOBI_DEFAULT,
,,,,,
field,Type,Level,Parent Path,Code,Description
1,INDUSTRY,Level_001,INDUSTRY,ENERGY,Energy
2,INDUSTRY,Level_001,INDUSTRY,MATERIALS,Materials
3,INDUSTRY,Level_001,INDUSTRY,CAPITAL_GOODS,Capital Goods
4,INDUSTRY,Level_001,INDUSTRY,SERVICES,Commercial and Professional Services
5,INDUSTRY,Level_001,INDUSTRY,TRANSPORTATION,Transportation
6,INDUSTRY,Level_001,INDUSTRY,AUTOMOBILE,Automobiles and Components
7,INDUSTRY,Level_001,INDUSTRY,FMCG,Consumer Goods
8,INDUSTRY,Level_001,INDUSTRY,RETAIL,Distribution and Retail
9,INDUSTRY,Level_001,INDUSTRY,PHARMA,Health Care and Pharmaceuticals
10,INDUSTRY,Level_001,INDUSTRY,ELECTRONICS,Industrial Electronics
11,INDUSTRY,Level_001,INDUSTRY,MEDIA,Media and Entertainment
12,INDUSTRY,Level_001,INDUSTRY,REALESTATE,Real Estate Management and Development
13,INDUSTRY,Level_001,INDUSTRY,RENTAL,Rental
14,INDUSTRY,Level_001,INDUSTRY,ASSEMBLY,Assembly
15,INDUSTRY,Level_001,INDUSTRY,OTHER,Other
16,INDUSTRY,Level_002,INDUSTRY#ENERGY,OIL_EQP,Oil and Gas Equipment and Services
17,INDUSTRY,Level_002,INDUSTRY#ENERGY,OIL _REFINING,Oil and Gas Refining and Marketing
18,INDUSTRY,Level_002,INDUSTRY#ENERGY,OIL _TRANSPORT,Oil and Gas Storage and Transportation
19,INDUSTRY,Level_002,INDUSTRY#ENERGY,FUELS,Coal and Consumable Fuels
20,INDUSTRY,Level_002,INDUSTRY#ENERGY,RENEWABLE,Renewable Energy
21,INDUSTRY,Level_002,INDUSTRY#MATERIALS,CHEMICALS,Chemicals
22,INDUSTRY,Level_002,INDUSTRY#MATERIALS,CONSTRUCTION_MATERIALS,Construction Materials
23,INDUSTRY,Level_002,INDUSTRY#MATERIALS,PACKAGING,Containers and Packaging
24,INDUSTRY,Level_002,INDUSTRY#MATERIALS,METALS_MINING,Metals and Mining
25,INDUSTRY,Level_002,INDUSTRY#MATERIALS,FOREST_PRODUCTS,Forest Products
26,INDUSTRY,Level_002,INDUSTRY#MATERIALS,PAPER_PRODUCTS,Paper Products
27,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,BUILDING PRODUCTS,Building Products
28,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,CONSTRUCTION,Construction and Engineering
29,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,ELECTRICAL_COMPONENTS,Electrical Components and Equipment
30,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,ELECTRICAL_EQUIPMENT,Heavy Electrical Equipment
31,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,CONSTRUCTION_MACHINERY,Construction Machinery and Heavy Transportation Equipment
32,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,AGRICULTURAL_MACHINERY,Agricultural and Farm Machinery
33,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,INDUSTRIAL_MACHINERY,Industrial Machinery and Supplies and Components
34,INDUSTRY,Level_002,INDUSTRY#CAPITAL_GOODS,TRADING_COMPANIES,Trading Companies
35,INDUSTRY,Level_002,INDUSTRY#SERVICES,PRINTING,Commercial Printing
36,INDUSTRY,Level_002,INDUSTRY#SERVICES,ENVIRONMENTAL_SERVICES,Environmental and Facilities Services
37,INDUSTRY,Level_002,INDUSTRY#SERVICES,OFFICE_SUPPLIES,Office Services and Supplies
38,INDUSTRY,Level_002,INDUSTRY#SERVICES,SUPPORT,Diversified Support Services
39,INDUSTRY,Level_002,INDUSTRY#SERVICES,SECURITY,Security and Alarm Services
40,INDUSTRY,Level_002,INDUSTRY#SERVICES,HR,Human Resource and Employment Services
41,INDUSTRY,Level_002,INDUSTRY#SERVICES,CONSULTING,Research and Consulting Services
42,INDUSTRY,Level_002,INDUSTRY#SERVICES,ISP,Internet Services and Infrastructure
43,INDUSTRY,Level_002,INDUSTRY#SERVICES,LEGAL_SERVICES,Legal Services
44,INDUSTRY,Level_002,INDUSTRY#SERVICES,EVENT_MANAGEMENT,Event Management
45,INDUSTRY,Level_002,INDUSTRY#SERVICES,DESIGN,Design Services
46,INDUSTRY,Level_002,INDUSTRY#SERVICES,QA,Quality Assurance  
47,INDUSTRY,Level_002,INDUSTRY#SERVICES,OTHER_SERVICES,Other Services
48,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,LOGISTICS,Air Freight and Logistics
49,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,AIRLINES,Passenger Airlines
50,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,MARINE,Marine Transportation
51,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,RAIL,Rail Transportation
52,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,CARGO,Cargo Ground Transportation
53,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,PASSENGER,Passenger Ground Transportation
54,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,HIGHWAYS,Highways
55,INDUSTRY,Level_002,INDUSTRY#TRANSPORTATION,PORTS_SERVICES,Marine Ports and Services
56,INDUSTRY,Level_002,INDUSTRY#AUTOMOBILE,AUTOMOTIVE_PARTS,"Automotive Parts and Equipment, Tires and Rubber"
57,INDUSTRY,Level_002,INDUSTRY#AUTOMOBILE,CARS,Automobiles
58,INDUSTRY,Level_002,INDUSTRY#FMCG,CONSUMER_ELECTRONICS,Consumer Electronics
59,INDUSTRY,Level_002,INDUSTRY#FMCG,HOME_FURNISHINGS,Home Furnishings
60,INDUSTRY,Level_002,INDUSTRY#FMCG,HOUSEWARES,Housewares and Specialties
61,INDUSTRY,Level_002,INDUSTRY#FMCG,LEISURE,Leisure Products
62,INDUSTRY,Level_002,INDUSTRY#FMCG,TEXTILES_GOODS,"Textiles, Apparel and Luxury Goods"
63,INDUSTRY,Level_002,INDUSTRY#FMCG,ALCOHOL_BEVERAGES,Alcoholic Beverages
64,INDUSTRY,Level_002,INDUSTRY#FMCG,NONALCOHOLIC_BEVERAGES,Soft Drinks and Non alcoholic Beverages
65,INDUSTRY,Level_002,INDUSTRY#FMCG,AGRICULTURAL_PRODUCTS,Agricultural Products and Services
66,INDUSTRY,Level_002,INDUSTRY#FMCG,PACKAGED_FOODS,Packaged Foods and Meats
67,INDUSTRY,Level_002,INDUSTRY#FMCG,HOUSEHOLD_PRODUCTS,Household Products
68,INDUSTRY,Level_002,INDUSTRY#FMCG,PERSONAL_CARE,Personal Care Products
69,INDUSTRY,Level_002,INDUSTRY#RETAIL,AUTOMOTIVE_RETAIL,Automotive Retail
70,INDUSTRY,Level_002,INDUSTRY#RETAIL,DRUG_RETAIL,Drug Retail
71,INDUSTRY,Level_002,INDUSTRY#RETAIL,SUPERMARKETS,"Supermarkets, Hypermarkets, Grocery and Other Retailers"
72,INDUSTRY,Level_002,INDUSTRY#PHARMA,HEALTHCARE_EQP,Health Care Equipment
73,INDUSTRY,Level_002,INDUSTRY#PHARMA,HEALTHCARE_CONSUMABLES,Health Care Supplies and Consumables
74,INDUSTRY,Level_002,INDUSTRY#PHARMA,HEALTHCARE_SERVICES,Health Care Services
75,INDUSTRY,Level_002,INDUSTRY#PHARMA,HEALTHCARE_FACILITIES,Health Care Facilities
76,INDUSTRY,Level_002,INDUSTRY#PHARMA,PHARMACEUTICALS,Pharmaceuticals
77,INDUSTRY,Level_002,INDUSTRY#ELECTRONICS,ELECTRONIC_EQP,Electronic Equipment and Instruments
78,INDUSTRY,Level_002,INDUSTRY#ELECTRONICS,ELECTRONIC_COMPONENTS,Electronic Components
79,INDUSTRY,Level_002,INDUSTRY#ELECTRONICS,ELECTRONIC_MANUFACTURING,Electronic Manufacturing Services
80,INDUSTRY,Level_002,INDUSTRY#MEDIA,ADVERTISING,Advertising
81,INDUSTRY,Level_002,INDUSTRY#MEDIA,BROADCASTING,Broadcasting
82,INDUSTRY,Level_002,INDUSTRY#MEDIA,CABLE,Cable and Satellite
83,INDUSTRY,Level_002,INDUSTRY#MEDIA,PUBLISHING,Publishing
84,INDUSTRY,Level_002,INDUSTRY#MEDIA,MOVIES,Movies and Entertainment
85,INDUSTRY,Level_002,INDUSTRY#REALESTATE,REALESTATE_OPS,Real Estate Operating Companies
86,INDUSTRY,Level_002,INDUSTRY#REALESTATE,REALESTATE_DEVELOPMENT,Real Estate Development
87,INDUSTRY,Level_002,INDUSTRY#REALESTATE,REALESTATE_SERVICES,Real Estate Services
88,INDUSTRY,Level_002,INDUSTRY#RENTAL,EQP_RENTAL,Equipment Rental
89,INDUSTRY,Level_002,INDUSTRY#RENTAL,HEAVYEQP_RENTAL,Heavy Equipment Rental
90,INDUSTRY,Level_002,INDUSTRY#RENTAL,VEHICLE_RENTAL,Vehicle Rental
91,CHARGECODE,Level_001,CHARGECODE,BUSINESS_EXPENSE,Business Expense
92,CHARGECODE,Level_001,CHARGECODE,EMPLOYEE,Employee
93,CHARGECODE,Level_001,CHARGECODE,TAXES,Taxes
94,CHARGECODE,Level_001,CHARGECODE,DEPRECIATION,Depreciation
95,CHARGECODE,Level_001,CHARGECODE,INTERESTS,Interests
96,CHARGECODE,Level_001,CHARGECODE,LEGAL_EXPENSE,Legal Expense
97,CHARGECODE,Level_001,CHARGECODE,BUSINESS_LOSS,Business Loss
98,CHARGECODE,Level_001,CHARGECODE,OFFICE_EXPENSE,Office Expense
99,CHARGECODE,Level_001,CHARGECODE,SAFETY,Safety
100,CHARGECODE,Level_001,CHARGECODE,MAINTENANCE,Maintenance
101,CHARGECODE,Level_001,CHARGECODE,MARKETING,Marketing and Advertising
102,CHARGECODE,Level_001,CHARGECODE,BAD_DEBTS,Bad Debts
103,CHARGECODE,Level_001,CHARGECODE,COGS,COGS
104,CHARGECODE,Level_002,CHARGECODE#BAD_DEBTS,NON_PAYMENT,Non payment from customers
105,CHARGECODE,Level_002,CHARGECODE#BAD_DEBTS,FRAUDULENT_ACTIVITIES,Fraudulent activities
106,CHARGECODE,Level_002,CHARGECODE#BAD_DEBTS,ECONOMIC_DOWNTURN,Economic downturn
107,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,RENT,Rent
108,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,UTILITIES,Utilities
109,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,SHIPPING,Postage & Shipping
110,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,INSURANCE,Insurance premium
111,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,PACKAGING_COST,Packaging cost
112,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,STORAGE,Storage cost
113,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,WAREHOUSING,Warehousing cost
114,CHARGECODE,Level_002,CHARGECODE#BUSINESS_EXPENSE,CUSTOMS,Custom duties & tariffs
115,CHARGECODE,Level_002,CHARGECODE#BUSINESS_LOSS,OPERATING_LOSS,Operating loss
116,CHARGECODE,Level_002,CHARGECODE#BUSINESS_LOSS,NET_LOSS,Net loss
117,CHARGECODE,Level_002,CHARGECODE#BUSINESS_LOSS,CAPITAL_LOSS,Capital loss
118,CHARGECODE,Level_002,CHARGECODE#BUSINESS_LOSS,INVENTORY_LOSS,Inventory loss
119,CHARGECODE,Level_002,CHARGECODE#BUSINESS_LOSS,IMPAIRMENT_LOSS,Impairment loss
120,CHARGECODE,Level_002,CHARGECODE#COGS,LABOR_COST,Direct Labor Cost
121,CHARGECODE,Level_002,CHARGECODE#COGS,MATERIAL_COST,Direct Material Cost
122,CHARGECODE,Level_002,CHARGECODE#COGS,MANUFACTURING_COST,Direct Manufacturing Cost
123,CHARGECODE,Level_002,CHARGECODE#DEPRECIATION,FIXED_ASSETS,Depreciation on fixed assets
124,CHARGECODE,Level_002,CHARGECODE#DEPRECIATION,INTANGIBLE_ASSETS,Amortization on intangible assets
125,CHARGECODE,Level_002,CHARGECODE#DEPRECIATION,DEPLETION,Depletion of natural resources
126,CHARGECODE,Level_002,CHARGECODE#DEPRECIATION,ACCUMULATED_DEPRECIATION,Accumulated depreciation
127,CHARGECODE,Level_002,CHARGECODE#DEPRECIATION,IMPAIRMENT,Impairment charge
128,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,SALARY,Salary
129,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_TRAVEL,Employee travel
130,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_FOOD,Employee food
131,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,TRAINING,Training
132,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,HEALTH,Health
133,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,PURCHASE,purchase for employee usage
134,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_BENEFITS,Employee benefits
135,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,INTERNS,Interns
136,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,CONSULTANTS,Consultants/ Agents/ Contractors
137,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,WAGES,Wages
138,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_INSURANCE,Employee insurance
139,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,LEGAL_EXPENSES,Employee legal expense
140,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,RECRUITMENT,Recruitment
141,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,MISCELLANEOUS,miscellaneous
142,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_STAY,employee temporary stay
143,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,EMPLOYEE_ACCOMODATION,employee accomodation
144,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,LOAN_INTEREST,Loan interest
145,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,BOND_INTEREST,Bond interest
146,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,INTEREST_LEASE,Interest on lease
147,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,BANK_INTEREST,Bank overdraft interest
148,CHARGECODE,Level_002,CHARGECODE#EMPLOYEE,CREDIT_CARD,Credit card interest
149,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,COUNSEL_EXPENSE,Legal counsel expense
150,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,LITIGATION_COST,Litigation cost
151,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,REGULATORY_COMPLIANCE,Regulatory compliance
152,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,CONTRACTUAL_EXPENSE,Contractual expense
153,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,INVESTIGATION,Investigation
154,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,PENALTIES,Penalties / Fees
155,CHARGECODE,Level_002,CHARGECODE#LEGAL_EXPENSE,LEGAL_RESEARCH,Legal research
156,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,EQUIPMENT_MAINTENANCE,Equipment maintenance
157,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,GROUND_MAINTENANCE,Ground maintenance
158,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,PREVENTIVE_MAINTENANCE,Preventive maintenance
159,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,UTILITY_MAINTENANCE,Utility maintenance
160,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,TRANSPORTATION_COST,Transportation cost
161,CHARGECODE,Level_002,CHARGECODE#MAINTENANCE,ENVIRONMENTAL_EXPENSES,Environmental compliance expenses
162,CHARGECODE,Level_002,CHARGECODE#MARKETING,ADVERTISING_CAMPAIGNS,Advertising campaigns
163,CHARGECODE,Level_002,CHARGECODE#MARKETING,PROMOTIONS,Promotions
164,CHARGECODE,Level_002,CHARGECODE#MARKETING,SPONSORSHIPS,Sponsorships
165,CHARGECODE,Level_002,CHARGECODE#MARKETING,CONTENT_CREATION,Content creation
166,CHARGECODE,Level_002,CHARGECODE#MARKETING,PUBLIC_RELATIONS,Public relations
167,CHARGECODE,Level_002,CHARGECODE#MARKETING,MARKETING_RESEARCH,Marketing research
168,CHARGECODE,Level_002,CHARGECODE#MARKETING,WEBSITE_DEVELOPMENT,Website development
169,CHARGECODE,Level_002,CHARGECODE#OFFICE_EXPENSE,STATIONERY,Stationery
170,CHARGECODE,Level_002,CHARGECODE#OFFICE_EXPENSE,PHONE_CHARGES,Phone service charges
171,CHARGECODE,Level_002,CHARGECODE#OFFICE_EXPENSE,OFFICE_SUPPLY,Office supplies
172,CHARGECODE,Level_002,CHARGECODE#OFFICE_EXPENSE,SOFTWARE_EXPENSES,Software & Hardware expenses
173,CHARGECODE,Level_002,CHARGECODE#OFFICE_EXPENSE,OFFICE_DECOR,Office decor
174,CHARGECODE,Level_002,CHARGECODE#SAFETY,CLEANING,Hygeine and Cleaning
175,CHARGECODE,Level_002,CHARGECODE#SAFETY,FIRE_SAFETY,Fire safety
176,CHARGECODE,Level_002,CHARGECODE#TAXES,INCOME_TAX,Income tax
177,CHARGECODE,Level_002,CHARGECODE#TAXES,PAYROLL_TAXES,Payroll taxes
178,CHARGECODE,Level_002,CHARGECODE#TAXES,SALES_TAX,Sales tax
179,CHARGECODE,Level_002,CHARGECODE#TAXES,PROPERTY_TAX,Property tax
